,accepted_species,native_tdwg3_codes
179267,Pariana radiciflora,"('BZC', 'BZN', 'CLM', 'ECU', 'FRG', 'GUY', 'PER', 'SUR', 'VEN')"
179283,Anthurium melanochlorum,"('CLM', 'ECU')"
179290,Oxandra euneura,"('BOL', 'BZN', 'CLM', 'ECU', 'PER', 'VEN')"
179302,Triplaris americana,"('BOL', 'BZC', 'BZL', 'BZN', 'BZS', 'CLM', 'ECU', 'GUY', 'MXT', 'PAN', 'PER', 'VEN')"
179327,Anthurium giraldoi,"('CLM',)"
179332,Anacardium caracolii,"('CLM',)"
179333,Pentagonia macrophylla,"('CLM', 'COS', 'ECU', 'NIC', 'PAN')"
179334,Pentagonia subauriculata,"('CLM', 'ECU', 'PER')"
179352,Anthurium apaporanum,"('CLM', 'ECU', 'PER', 'VEN')"
179356,Anthurium durandii,"('CLM', 'COS', 'PAN')"
179360,Anthurium sanguineum,"('CLM', 'ECU')"
179362,Anthurium subulatum,"('CLM',)"
179365,Anthurium splendidum,"('CLM',)"
179367,Anthurium stipitatum,"('CLM',)"
179369,Anthurium truncicola,"('CLM', 'ECU', 'PER')"
179370,Anthurium vallense,"('CLM', 'PAN')"
179376,Asplundia alata,"('CLM', 'COS', 'ECU', 'PAN', 'PER')"
179383,Anthurium vanderknaapii,"('CLM',)"
179412,Schizocalyx magdalenae,"('CLM',)"
179431,Anthurium victoriense,"('CLM',)"
179442,Chamaecrista langsdorffii,"('BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'PAR', 'VEN')"
179450,Amanoa cupatensis,"('BZN', 'CLM', 'VEN')"
179459,Anthurium lakei,"('CLM',)"
179474,Psittacanthus pentaphyllos,"('CLM',)"
179485,Anthurium acaimense,"('CLM',)"
179491,Anthurium micosense,"('CLM',)"
179493,Cyathea nigripes,"('CLM', 'COS', 'ECU', 'PAN', 'PER')"
179504,Lomariopsis prieuriana,"('BOL', 'BZC', 'BZE', 'BZN', 'CLM', 'ECU', 'PAN', 'VEN')"
179512,Cyathea pinnuloides,"('CLM',)"
179513,Cyathea uregoana,"('CLM',)"
179545,Lucuma littoralis,"('BZE', 'BZL', 'BZN', 'CLM', 'FRG', 'GUY', 'SUR', 'VEN')"
179551,Oncidium anthocrene,"('CLM', 'ECU', 'PAN')"
179560,Anthurium amargalense,"('CLM',)"
179561,Anthurium modicum,"('CLM',)"
179562,Anthurium silverstonei,"('CLM',)"
179563,Anthurium variilobum,"('CLM',)"
179569,Anthurium remotum,"('CLM',)"
179586,Tripsacum cundinamarce,"('CLM',)"
179588,Agrostopoa woodii,"('CLM',)"
179590,Anthurium algentryi,"('CLM',)"
179591,Anthurium triciafrankiae,"('CLM', 'ECU')"
179593,Anthurium oyuelae,"('CLM',)"
179613,Cyathea conjugata,"('BOL', 'CLM', 'ECU', 'PER', 'VEN')"
179622,Anthurium jesusii,"('CLM', 'ECU')"
179640,Cuphea bombonasae,"('CLM', 'ECU', 'PER')"
179652,Anthurium alatum,"('CLM',)"
179653,Anthurium andinum,"('CLM', 'ECU')"
179654,Anthurium barryi,"('CLM', 'PAN')"
179655,Anthurium brevipedunculatum,"('BOL', 'CLM', 'ECU', 'PER')"
179656,Anthurium breviscapum,"('BOL', 'BZN', 'CLM', 'ECU', 'PER', 'VEN')"
179657,Anthurium croatii,"('BOL', 'BZN', 'CLM', 'ECU', 'PER')"
179658,Anthurium crystallinum,"('CLM', 'PAN')"
179659,Anthurium cubense,"('CLM', 'COS', 'CUB', 'GUA', 'MXT', 'NIC', 'PAN', 'VEN')"
179665,Anthurium lindenianum,"('CLM',)"
179666,Anthurium obtusatum,"('CLM',)"
179668,Anthurium prominens,"('CLM',)"
179670,Anthurium subtriangulare,"('CLM',)"
179672,Anthurium tonduzii,"('CLM', 'COS', 'PAN')"
179676,Asplundia platyphylla,"('CLM',)"
179678,Anthurium luxurians,"('CLM',)"
179688,Ditassa endoleuca,"('CLM', 'ECU', 'PER')"
179711,Triplaris purdiei,"('CLM', 'VEN')"
179714,Cyathea bipinnatifida,"('BOL', 'BZN', 'CLM', 'ECU', 'GUY', 'PER', 'VEN')"
179736,Ditassa caucana,"('CLM',)"
179763,Psittacanthus crassicostatus,"('CLM',)"
179764,Psittacanthus cyclophyllus,"('CLM',)"
179792,Asplundia callejasii,"('CLM',)"
179793,Anthurium unguiense,"('CLM',)"
179803,Psittacanthus hamulifer,"('CLM', 'PAN')"
179816,Oncidium lancifolium,"('CLM', 'ECU', 'VEN')"
179817,Oncidium nebulosum,"('CLM', 'COS', 'ECU', 'PAN', 'PER', 'VEN')"
179818,Oncidium nigratum,"('BZN', 'CLM', 'GUY', 'VEN')"
179822,Pentagonia nuciformis,"('CLM', 'COS', 'PAN')"
179831,Ida lionetii,"('CLM',)"
179832,Amphilophium arenarium,"('CLM', 'VEN')"
179837,Anthurium rubrivellus,"('CLM',)"
179857,Oxandra macrophylla,"('BZN', 'CLM', 'PER')"
179889,Cuphea calophylla,"('AGE', 'AGW', 'BLZ', 'BOL', 'BZC', 'BZL', 'BZS', 'CLM', 'COS', 'GUA', 'HON', 'MXC', 'MXS', 'MXT', 'NIC', 'PAN', 'PAR')"
179899,Anthurium antioquiense,"('CLM',)"
179903,Anthurium cupreonitens,"('CLM',)"
179904,Anthurium daguense,"('CLM',)"
179907,Anthurium incomptum,"('CLM', 'ECU', 'PAN')"
179908,Anthurium multisulcatum,"('CLM',)"
179909,Anthurium narinoense,"('CLM',)"
179924,Anthurium sneidernii,"('CLM',)"
179925,Ditassa macarenae,"('CLM',)"
179935,Viola stipularis,"('CLM', 'COS', 'ECU', 'LEE', 'PAN', 'PER', 'VEN', 'WIN')"
179957,Anthurium intactum,"('CLM', 'COS', 'PAN')"
179979,Anthurium quinonesiae,"('CLM',)"
179989,Matudaea colombiana,"('CLM',)"
179997,Psittacanthus carinatus,"('CLM',)"
180009,Endlicheria szyszylowiczii,"('BOL', 'BZC', 'BZN', 'CLM', 'FRG', 'GUY', 'PER', 'VEN')"
180012,Anthurium mercedesense,"('CLM',)"
180014,Cyathea choricarpa,"('CLM', 'COS', 'NIC', 'PAN')"
180061,Oncidium niesseniae,"('CLM',)"
180062,Oncidium orbatum,"('CLM',)"
180069,Anthurium chrysolithos,"('CLM',)"
180077,Pariana campestris,"('BZE', 'BZN', 'CLM', 'ECU', 'FRG', 'PER', 'SUR')"
180098,Anthurium delannayi,"('CLM',)"
180099,Anthurium dorbayae,"('CLM',)"
180100,Anthurium ramosense,"('CLM',)"
180133,Cyathea tejedoris,"('CLM',)"
180136,Oncidium tolimense,"('CLM',)"
180150,Cordia exaltata,"('BZC', 'BZE', 'BZN', 'CLM', 'FRG', 'GUY', 'SUR', 'VEN')"
180151,Cordia fallax,"('BZN', 'CLM', 'ECU', 'FRG', 'GUY', 'PER', 'VEN')"
180162,Anthurium argyrostachyum,"('CLM', 'ECU')"
180167,Anthurium cuspidatum,"('CLM', 'COS', 'ECU', 'NIC', 'PAN')"
180168,Anthurium filiforme,"('CLM',)"
180172,Anthurium polydactylum,"('BOL', 'CLM', 'PER')"
180211,Endlicheria metallica,"('BOL', 'BZN', 'CLM', 'ECU', 'PER')"
180240,Clavija colombiana,"('CLM',)"
180253,Anthurium benavidesiae,"('CLM',)"
180260,Pentagonia imparipinnata,"('CLM',)"
180268,Psittacanthus roldanii,"('CLM', 'PER')"
180280,Endlicheria williamsii,"('CLM', 'PER')"
180295,Anthurium trujilloi,"('CLM',)"
180324,Brassia pumila,"('BZN', 'CLM', 'FRG', 'GUY', 'PER', 'VEN')"
180346,Oncidium tsubotae,"('CLM',)"
180353,Anthurium arusiense,"('CLM',)"
180365,Poa mucuchachensis,"('CLM', 'VEN')"
180368,Anthurium paraguasense,"('CLM',)"
180392,Cyathea catenata,"('CLM',)"
180393,Cyathea coloradoana,"('CLM',)"
180429,Anthurium coclense,"('CLM', 'PAN')"
180433,Anthurium friedrichsthalii,"('CLM', 'COS', 'ECU', 'GUA', 'HON', 'NIC', 'PAN')"
180436,Anthurium lancifolium,"('CLM', 'COS', 'NIC', 'PAN')"
180448,Asplundia cabrerae,"('CLM', 'ECU')"
180450,Anthurium chocoense,"('CLM',)"
180499,Cyathea lindeniana,"('CLM',)"
180501,Cyathea platylepis,"('BZN', 'CLM', 'GUY', 'VEN')"
180504,Cyathea speciosa,"('CLM', 'VEN')"
180516,Oncidium leopardinum,"('CLM', 'ECU', 'PER')"
180522,Clavija membranacea,"('CLM', 'ECU')"
180526,Anthurium bicordoense,"('CLM',)"
180557,Anthurium sursumtepalum,"('CLM',)"
180566,Anthurium superimpendens,"('CLM',)"
180597,Psittacanthus baguensis,"('BZN', 'CLM', 'PER')"
180599,Psittacanthus tubatus,"('CLM',)"
180613,Chamaecrista fagonioides,"('BLZ', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'CLM', 'FRG', 'GUY', 'HON', 'MXC', 'MXE', 'MXG', 'MXN', 'MXS', 'MXT', 'NIC', 'PAN', 'SUR', 'VEN')"
180617,Anthurium pallidifibrum,"('CLM',)"
180622,Cuphea hispidiflora,"('CLM', 'PER')"
180626,Cuphea micrantha,"('BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'CLM', 'CUB', 'DOM', 'ELS', 'GUA', 'GUY', 'HAI', 'HON', 'LEE', 'MXS', 'MXT', 'PAR', 'PUE', 'VEN', 'WIN')"
180643,Psittacanthus truncatus,"('CLM', 'ECU', 'PER')"
180668,Lucuma multiflora,"('BZN', 'CLM', 'CUB', 'DOM', 'ECU', 'JAM', 'LEE', 'PAN', 'PER', 'PUE', 'TRT', 'VEN', 'WIN')"
180677,Oncidium panduratum,"('CLM',)"
180692,Anthurium joaquinense,"('CLM',)"
180693,Anthurium wattii,"('CLM',)"
180707,Poa scaberula,"('AGE', 'AGS', 'AGW', 'BOL', 'CLM', 'CLN', 'CLS', 'ECU', 'GUA', 'MXC', 'MXG', 'MXT', 'PER')"
180710,Anthurium arbelaezii,"('CLM',)"
180711,Anthurium torraense,"('CLM',)"
180722,Oxandra mediocris,"('BOL', 'BZN', 'CLM', 'ECU', 'PER')"
180748,Anthurium arenasense,"('CLM',)"
180749,Asplundia gigantea,"('CLM',)"
180754,Oncidium sessile,"('CLM', 'PER', 'VEN')"
180761,Cordia lasiocalyx,"('CLM', 'PAN')"
180776,Anthurium acutangulum,"('CLM', 'COS', 'HON', 'NIC', 'PAN')"
180778,Anthurium barbacoasense,"('CLM',)"
180779,Anthurium cataniapoense,"('BZN', 'CLM', 'VEN')"
180787,Anthurium microspadix,"('BLZ', 'BOL', 'CLM', 'COS', 'ECU', 'GUA', 'HON', 'MXS', 'MXT', 'NIC', 'PAN')"
180789,Anthurium paludosum,"('CLM', 'COS', 'PAN')"
180794,Anthurium tremulum,"('CLM', 'ECU')"
180795,Anthurium wendlingeri,"('CLM', 'COS', 'NIC', 'PAN')"
180798,Anthurium callejasii,"('CLM',)"
180803,Anthurium elquincense,"('CLM',)"
180804,Anthurium ovidioi,"('CLM',)"
180810,Ditassa oxyphylla,"('BZE', 'BZL', 'CLM', 'VEN')"
180834,Cuphea ciliata,"('CLM', 'ECU', 'PAN', 'PER', 'VEN')"
180841,Ornithocephalus polyodon,"('BZN', 'CLM', 'ECU', 'PER')"
180849,Monotagma angustissimum,"('BZN', 'CLM', 'PER')"
180851,Anthurium loretense,"('BZN', 'CLM', 'ECU', 'PER')"
180868,Endlicheria griseosericea,"('CLM', 'ECU')"
180878,Cyathea obnoxia,"('BOL', 'CLM', 'ECU')"
180939,Oncidium dactylopterum,"('CLM',)"
180941,Oncidium ligiae,"('CLM',)"
180942,Oncidium panchrysum,"('CLM', 'VEN')"
180943,Ornithocephalus minimiflorus,"('CLM',)"
180944,Pentagonia grandiflora,"('CLM', 'ECU')"
180945,Pentagonia parvifolia,"('CLM', 'ECU', 'PAN', 'PER')"
180964,Poa huancavelicae,"('CLM', 'ECU', 'PER')"
180994,Endlicheria argentea,"('CLM', 'PER')"
180998,Raouliopsis seifrizii,"('CLM',)"
181007,Cyathea hildegardis,"('CLM',)"
181008,Cyathea paisa,"('CLM',)"
181025,Phytelephas tumacana,"('CLM',)"
181039,Anthurium cucullispathum,"('CLM', 'COS', 'PAN')"
181040,Anthurium decurrens,"('BZN', 'CLM', 'ECU', 'PER')"
181041,Anthurium ernesti,"('BOL', 'BZN', 'CLM', 'ECU', 'PER')"
181044,Anthurium hebetatum,"('CLM', 'COS', 'PAN')"
181047,Anthurium lentii,"('CLM', 'COS', 'PAN')"
181051,Anthurium umbraculum,"('CLM', 'ECU')"
181055,Asplundia rhodea,"('CLM',)"
181059,Anthurium curtipedunculum,"('CLM',)"
181079,Endlicheria levelii,"('BOL', 'BZC', 'BZN', 'CLM', 'VEN')"
181081,Clavija rodekiana,"('CLM',)"
181091,Cyathea werffii,"('CLM', 'ECU', 'PER')"
181100,Clavija harlingii,"('CLM', 'ECU', 'PER')"
181101,Clavija plumbea,"('CLM',)"
181112,Monotagma paradoxum,"('CLM', 'PER')"
181113,Anthurium chucunesense,"('CLM',)"
181124,Psittacanthus smithii,"('CLM',)"
181135,Endlicheria klugii,"('BZN', 'CLM', 'ECU', 'PER')"
181137,Anthurium nigrolaminum,"('CLM', 'ECU', 'PER')"
181140,Tagetes verticillata,"('CLM', 'ECU', 'VEN')"
181184,Brassia cochleata,"('BZN', 'CLM', 'ECU', 'FRG', 'GUY', 'PER', 'SUR', 'VEN')"
181185,Brassia wageneri,"('BZN', 'CLM', 'GUY', 'PER', 'VEN')"
181202,Oncidium antioquiense,"('CLM',)"
181203,Oncidium cultratum,"('CLM', 'ECU')"
181204,Oncidium heteranthum,"('BOL', 'BZN', 'CLM', 'ECU', 'PER', 'SUR', 'VEN')"
181206,Oncidium tigratum,"('CLM', 'ECU', 'PER', 'VEN')"
181208,Ornithocephalus cochleariformis,"('CLM', 'PAN')"
181209,Pentagonia wendlandii,"('CLM', 'COS', 'PAN')"
181216,Anthurium cogolloanum,"('CLM',)"
181218,Ida uribei,"('CLM',)"
181244,Anthurium altobueyense,"('CLM',)"
181245,Anthurium pichindense,"('CLM',)"
181274,Triplaris caracasana,"('CLM', 'VEN')"
181277,Cyathea pholidota,"('CLM',)"
181282,Psittacanthus dilatatus,"('CLM',)"
181293,Asplundia ceci,"('CLM', 'COS')"
181320,Anthurium carchiense,"('CLM', 'ECU')"
181321,Anthurium caulorrhizum,"('CLM', 'ECU')"
181322,Anthurium giganteum,"('CLM', 'ECU')"
181326,Anthurium karstenianum,"('CLM',)"
181328,Anthurium lingua,"('CLM', 'ECU')"
181335,Anthurium subcaudatum,"('CLM',)"
181338,Anthurium trifidum,"('CLM',)"
181339,Anthurium vaupesianum,"('CLM',)"
181370,Cyathea alstonii,"('CLM',)"
181379,Cuphea gracilis,"('CLM', 'GUY', 'VEN')"
181398,Clavija killipii,"('CLM',)"
181405,Ida jimenezii,"('CLM',)"
181413,Anthurium porcesitoense,"('CLM',)"
181421,Anthurium boylei,"('CLM', 'ECU')"
181426,Trigynaea cinnamomea,"('CLM', 'PER')"
181429,Psittacanthus schultesii,"('CLM',)"
181436,Aetheolaena yacuanguensis,"('CLM',)"
181439,Endlicheria ruforamula,"('BOL', 'BZN', 'CLM', 'PER')"
181440,Cyathea prosopioides,"('CLM',)"
181450,Cordia nodosa,"('BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'CLM', 'ECU', 'FRG', 'GUY', 'PER', 'SUR', 'VEN', 'VNA')"
181453,Cyathea ecuadorensis,"('BOR', 'CLM', 'COS', 'ECU')"
181466,Anthurium palmitasense,"('CLM',)"
181470,Anthurium abajoense,"('CLM',)"
181478,Psittacanthus krameri,"('CLM', 'COS', 'PAN')"
181506,Oncidium decorum,"('CLM',)"
181514,Asplundia albicarpa,"('CLM', 'COS', 'ECU', 'PAN')"
181575,Tradescantia zebrina,"('BLZ', 'CLM', 'COS', 'ELS', 'GUA', 'HON', 'MXC', 'MXE', 'MXG', 'MXN', 'MXS', 'MXT', 'NIC', 'PAN')"
181581,Cuphea philombria,"('CLM',)"
181586,Anthurium anorianum,"('CLM',)"
181587,Anthurium atropurpureum,"('BOL', 'BZN', 'CLM', 'ECU', 'PER', 'VEN')"
181591,Anthurium fontoides,"('CLM',)"
181592,Anthurium forgetii,"('CLM',)"
181593,Anthurium gustavii,"('CLM',)"
181596,Anthurium membranaceum,"('CLM', 'ECU')"
181600,Anthurium smithii,"('CLM', 'VEN')"
181608,Asplundia sleeperae,"('CLM', 'COS', 'NIC', 'PAN')"
181627,Endlicheria mishuyacensis,"('BZN', 'CLM', 'ECU', 'PER')"
181632,Psittacanthus stergiosii,"('CLM', 'VEN')"
181658,Poa trachyphylla,"('CLM', 'VEN')"
181670,Anthurium ricaurtense,"('CLM', 'ECU')"
181749,Oncidium ornithopodum,"('CLM',)"
181750,Oncidium vernixium,"('CLM', 'ECU')"
181761,Pariana ulei,"('BOL', 'BZN', 'CLM', 'PAN', 'PER', 'VEN')"
181781,Oxandra venezuelana,"('CLM', 'COS', 'MXT', 'NIC', 'PAN', 'VEN')"
181782,Oxandra riedeliana,"('BOL', 'BZN', 'CLM', 'ECU', 'PER')"
181795,Endlicheria bracteata,"('BZN', 'CLM', 'ECU', 'PER')"
181805,Oncidium subnivalis,"('CLM',)"
181811,Anacardium giganteum,"('BOL', 'BZC', 'BZE', 'BZN', 'CLM', 'FRG', 'GUY', 'PER', 'SUR', 'VEN')"
181832,Anthurium cinereopetiolatum,"('CLM', 'PAN')"
181833,Anthurium clidemioides,"('CLM', 'COS', 'PAN')"
181835,Anthurium incurvum,"('CLM',)"
181837,Anthurium nanum,"('CLM',)"
181838,Anthurium rotundilobum,"('CLM',)"
181841,Anthurium supianum,"('CLM',)"
181842,Anthurium terryae,"('CLM', 'PAN')"
181848,Asplundia cupulifera,"('CLM', 'ECU')"
181864,Ditassa microneriifolia,"('CLM',)"
181892,Cordia caudata,"('CLM', 'ECU', 'PER')"
181898,Oncidium baueri,"('BOL', 'BZE', 'BZL', 'BZN', 'CLM', 'COS', 'ECU', 'FRG', 'GUY', 'PER', 'SUR', 'VEN')"
181902,Clavija neglecta,"('CLM',)"
181903,Cordia panamensis,"('BLZ', 'BOL', 'CLM', 'COS', 'ECU', 'ELS', 'GUA', 'HON', 'MXT', 'NIC', 'PAN', 'PER', 'TRT', 'VEN')"
181905,Amanoa almerindae,"('BZN', 'CLM', 'VEN')"
181932,Viola cuatrecasasii,"('CLM', 'ECU')"
181937,Endlicheria formosa,"('BOL', 'BZC', 'BZN', 'CLM', 'COS', 'ECU', 'PAN', 'PER')"
181943,Cuphea fluviatilis,"('CLM',)"
181959,Pentagonia angustifolia,"('CLM', 'PAN')"
181974,Oncidium xanthornis,"('CLM', 'ECU', 'VEN')"
181984,Anthurium galeanoae,"('CLM',)"
181985,Anthurium johnmackii,"('CLM',)"
181986,Anthurium soejartoi,"('CLM',)"
181997,Anthurium malagaense,"('CLM',)"
181999,Anthurium verrucosum,"('CLM',)"
182051,Anthurium marcocorreae,"('CLM',)"
182052,Psittacanthus peronopetalus,"('BZC', 'BZN', 'CLM', 'FRG', 'VEN')"
182064,Parachimarrhis breviloba,"('BZN', 'CLM', 'PER')"
182067,Oncidium dichromaticum,"('CLM', 'COS', 'PAN')"
182068,Cordia collococca,"('BAH', 'BLZ', 'BOL', 'BZN', 'CLM', 'COS', 'CUB', 'DOM', 'ECU', 'ELS', 'GUA', 'HAI', 'HON', 'JAM', 'LEE', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN', 'PUE', 'SWC', 'TRT', 'VEN', 'VNA', 'WIN')"
182069,Cordia gentryi,"('CLM',)"
182070,Cuphea annulata,"('BOL', 'BZN', 'CLM', 'VEN')"
182084,Anthurium flavolineatum,"('CLM', 'ECU')"
182087,Anthurium malianum,"('CLM', 'PAN')"
182088,Anthurium mindense,"('CLM', 'ECU')"
182090,Anthurium rodrigueziae,"('CLM', 'ECU')"
182093,Anthurium silvicola,"('CLM',)"
182102,Asplundia cayapensis,"('CLM', 'ECU')"
182104,Asplundia harlingiana,"('CLM',)"
182106,Asplundia ponderosa,"('BZN', 'CLM')"
182110,Citronella silvatica,"('CLM',)"
182114,Anthurium juanguillermoi,"('CLM',)"
182116,Ditassa longiloba,"('CLM',)"
182137,Endlicheria multiflora,"('BZC', 'BZN', 'CLM', 'FRG', 'GUY', 'SUR', 'VEN')"
182141,Pentagonia donnell-smithii,"('CLM', 'COS', 'ECU', 'GUA', 'HON', 'NIC', 'PAN')"
182152,Cyathea schlimii,"('CLM', 'VEN')"
182160,Cordia carnevalii,"('CLM', 'VEN')"
182161,Oncidium befortianum,"('CLM',)"
182181,Monotagma dolosum,"('CLM', 'PER')"
182182,Monotagma juruanum,"('BZN', 'CLM', 'ECU', 'FRG', 'PER', 'SUR')"
182200,Endlicheria rubriflora,"('BOL', 'BZN', 'CLM', 'ECU', 'FRG', 'PER', 'VEN')"
182205,Cyathea divergens,"('CLM', 'COS', 'ECU', 'GUY', 'MXC', 'MXE', 'MXG', 'MXS', 'MXT', 'PAN', 'PER', 'SUR', 'VEN')"
182207,Cyathea lechleri,"('BOL', 'CLM', 'ECU', 'PER', 'VEN')"
182262,Oncidium magdalenae,"('CLM', 'VEN')"
182327,Anacardium microsepalum,"('BZN', 'CLM', 'PER')"
182346,Anthurium fendleri,"('CLM', 'PAN', 'VEN')"
182351,Anthurium lancea,"('CLM', 'ECU')"
182353,Anthurium lucorum,"('CLM',)"
182356,Anthurium magnificum,"('CLM',)"
182361,Anthurium sinuatum,"('BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'FRG', 'GUY', 'PAR', 'SUR', 'VEN')"
182364,Anthurium umbricola,"('CLM', 'ECU')"
182365,Anthurium velutinum,"('CLM',)"
182366,Anthurium vittariifolium,"('BZN', 'CLM', 'ECU', 'PER')"
182410,Cyathea assurgens,"('CLM', 'ECU')"
182421,Jaramilloa sanctae-martae,"('CLM',)"
182435,Asplundia urophylla,"('CLM',)"
182438,Oncidium ornithocephalum,"('CLM',)"
182459,Anthurium keatingii,"('CLM',)"
182476,Anthurium bueyense,"('CLM',)"
182480,Cyathea catacampta,"('BOL', 'CLM')"
182481,Cyathea peladensis,"('CLM', 'ECU')"
182492,Cyathea antioquensis,"('CLM',)"
182493,Microlicia colombiana,"('CLM',)"
182502,Psittacanthus lamprophyllus,"('BZC', 'BZN', 'CLM', 'FRG')"
182531,Oncidium isthmi,"('CLM', 'COS', 'PAN')"
182532,Oncidium panamense,"('CLM', 'PAN')"
182536,Ornithocephalus vasquezii,"('BOL', 'CLM')"
182544,Anthurium salgarense,"('CLM',)"
182562,Anthurium alluriquinense,"('CLM', 'ECU')"
182563,Anthurium zuluagae,"('CLM',)"
182564,Anthurium birdseyanum,"('CLM',)"
182575,Viola dombeyana,"('CLM', 'ECU', 'PER')"
182577,Abatia parviflora,"('CLM', 'COS', 'ECU', 'PER')"
182583,Cyathea andicola,"('CLM', 'ECU')"
182589,Cyathea kessleriana,"('CLM',)"
182599,Pariana swallenii,"('BOL', 'CLM', 'ECU', 'PER')"
182611,Cuphea stygialis,"('CLM',)"
182618,Anthurium caucavallense,"('CLM',)"
182620,Anthurium davidsoniae,"('CLM', 'COS', 'PAN')"
182621,Anthurium eminens,"('BOL', 'BZN', 'CLM', 'ECU', 'FRG', 'GUY', 'PER', 'VEN')"
182625,Anthurium lloense,"('CLM', 'ECU')"
182626,Anthurium michelii,"('CLM', 'COS', 'ECU', 'PAN', 'PER')"
182630,Anthurium rivulare,"('CLM', 'ECU')"
182647,Anthurium poloense,"('CLM',)"
182685,Cyathea giraldoi,"('CLM',)"
182687,Anthurium caldasii,"('CLM',)"
182689,Asplundia vaupesiana,"('BZN', 'CLM', 'VEN')"
182701,Oxandra rheophytica,"('CLM',)"
182704,Monotagma haughtii,"('CLM',)"
182733,Aetheolaena patens,"('CLM', 'ECU', 'PER', 'VEN')"
182735,Endlicheria verticillata,"('BZN', 'CLM', 'PER')"
182744,Cyathea minuta,"('CLM',)"
182779,Brassia cyrtopetala,"('CLM',)"
182780,Brassia euodes,"('CLM', 'ECU', 'PER')"
182791,Oncidium platychilum,"('CLM', 'ECU')"
182809,Anthurium nutibarense,"('CLM',)"
182831,Oxandra longipetala,"('BZN', 'CLM', 'COS', 'NIC', 'PAN', 'PER')"
182840,Endlicheria aurea,"('BOL', 'CLM')"
182884,Anthurium erythrostachyum,"('CLM', 'COS', 'PAN')"
182885,Anthurium ginesii,"('CLM', 'VEN')"
182887,Anthurium incurvatum,"('CLM', 'ECU', 'PER')"
182888,Anthurium kunthii,"('BOL', 'BZC', 'CLM', 'COS', 'ECU', 'NIC', 'PAN', 'PER', 'VEN')"
182889,Anthurium longissimum,"('CLM', 'VEN')"
182891,Anthurium metallicum,"('CLM',)"
182892,Anthurium obscurinervium,"('CLM', 'ECU')"
182897,Anthurium panamense,"('CLM', 'PAN')"
182900,Anthurium sagittaria,"('CLM',)"
182901,Anthurium uleanum,"('BOL', 'BZN', 'CLM', 'ECU', 'PER')"
182909,Asplundia trilobulata,"('CLM',)"
182911,Oncidium × wilckeanum,"('CLM', 'VEN')"
182913,Anthurium tortuosum,"('CLM',)"
182941,Cyathea villosa,"('BOL', 'BZC', 'BZE', 'BZL', 'BZS', 'CLM', 'GUY', 'PAN', 'PER', 'VEN')"
182955,Oncidium ansiferum,"('CLM', 'COS', 'GUA', 'PAN')"
182958,Clavija mezii,"('CLM', 'PAN')"
182961,Cordia micayensis,"('CLM',)"
182965,Cordia thaisiana,"('CLM', 'VEN')"
182984,Anthurium bernalii,"('CLM', 'ECU')"
183008,Anthurium hoellii,"('CLM',)"
183009,Tagetes apetala,"('CLM',)"
183010,Cyathea cystolepis,"('CLM', 'ECU', 'PER')"
183012,Cyathea frigida,"('CLM', 'ECU', 'PER', 'VEN')"
183040,Psittacanthus gigas,"('CLM',)"
183065,Oncidium chrysomorphum,"('CLM', 'ECU', 'VEN')"
183068,Ornithocephalus lehmannii,"('CLM',)"
183080,Anthurium phyllobaris,"('CLM',)"
183098,Anthurium recavum,"('CLM',)"
183099,Anthurium palmarense,"('CLM',)"
183100,Anthurium vientense,"('CLM',)"
183121,Cyathea callejasii,"('CLM',)"
183134,Anthurium friedrichii,"('CLM',)"
183135,Anthurium luzmariae,"('CLM',)"
183144,Anthurium albertiae,"('CLM',)"
183157,Cordia kingstoniana,"('BOL', 'BZN', 'CLM', 'ECU', 'PER')"
183172,Anthurium amoenum,"('BOL', 'CLM', 'ECU', 'PER', 'VEN')"
183173,Anthurium antrophyoides,"('CLM',)"
183174,Anthurium crassifolium,"('CLM',)"
183176,Anthurium flavidum,"('CLM',)"
183178,Anthurium leptocaule,"('CLM', 'PAN')"
183181,Anthurium marmoratum,"('CLM', 'ECU')"
183187,Anthurium roezlii,"('CLM',)"
183192,Anthurium watermaliense,"('CLM', 'COS', 'PAN')"
183204,Anthurium blanquitense,"('CLM',)"
183205,Anthurium dabeibaense,"('CLM',)"
183209,Ornithocephalus leslie-garayi,"('CLM',)"
183257,Anthurium melampyi,"('CLM', 'ECU')"
183267,Viola humilis,"('CLM', 'MXC', 'MXE', 'MXG', 'MXS', 'MXT', 'VEN')"
183273,Viola arguta,"('CLM', 'ECU', 'PER')"
183277,Anthurium alejandroi,"('CLM',)"
183280,Cyathea delgadii,"('AGE', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'COS', 'ECU', 'GUY', 'NIC', 'PAN', 'PAR', 'PER', 'VEN')"
183281,Cyathea falcata,"('CLM', 'PAN')"
183287,Cordia bogotensis,"('CLM', 'ECU')"
183309,Glandonia williamsii,"('BZN', 'CLM', 'VEN')"
183344,Anthurium atramentarium,"('CLM',)"
